(*ﾟ∀ﾟ)ﾉ パキャッ,1288,1288,4143,名詞,固有名詞,一般,*,*,*,ノパキャッ,ﾉパキャッ,ﾉ[パキャッ
いすゞ・ベレル,1288,1288,4587,名詞,固有名詞,一般,*,*,*,いすゞ・ベレル,イスヾベレル,イ[スヾベ]レル
いすゞ・ミュー,1288,1288,4587,名詞,固有名詞,一般,*,*,*,いすゞ・ミュー,イスヾミュー,イ[スヾミュ]ー
いすゞ・ユニキャブ,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・ユニキャブ,イスヾユニキャブ,イ[スヾユ]ニキャブ
いすゞ・リーチ,1288,1288,4006,名詞,固有名詞,一般,*,*,*,いすゞ・リーチ,イスヾリーチ,イ[スヾリ]ーチ
いすゞ・ロデオ,1288,1288,4587,名詞,固有名詞,一般,*,*,*,いすゞ・ロデオ,イスヾロデオ,イ[スヾロ]デオ
いすゞ・ワスプ,1288,1288,4587,名詞,固有名詞,一般,*,*,*,いすゞ・ワスプ,イスヾワスプ,イ[スヾワ]スプ
アシㇼパ,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,アシㇼパ,アシㇼパ,ア[シㇼパ
ェ・・・,1288,1288,4133,名詞,固有名詞,一般,*,*,*,ェ・・・,ェ,
北海道いすゞ自動車株式会社,1292,1292,3886,名詞,固有名詞,組織,*,*,*,北海道いすゞ自動車,ホッカイドウイスヾジドウシャカブシキガイシャ,ホ[ッカ]イドーイ[スヾジド]ウシャカ[ブシキガ]イシャ
青森いすゞ自動車株式会社,1292,1292,6172,名詞,固有名詞,組織,*,*,*,青森いすゞ自動車,アオモリイスヾジドウシャカブシキガイシャ,ア[オ]モリイ[スヾジド]ウシャカ[ブシキガ]イシャ
（ぁ,1288,1288,8142,名詞,固有名詞,一般,*,*,*,(ぁ,ァ,
